Date,Hour,Minute,count,ServerTime,RFStatus
2018-04-21,7,49,4,2018-04-21 07:49:00,RF
2018-04-21,7,51,2,2018-04-21 07:51:00,RF
2018-04-21,7,55,3,2018-04-21 07:55:00,RF
2018-04-21,8,1,3,2018-04-21 08:01:00,RF
2018-04-21,8,6,3,2018-04-21 08:06:00,RF
2018-04-21,8,12,2,2018-04-21 08:12:00,RF
2018-04-21,8,17,3,2018-04-21 08:17:00,RF
2018-04-21,8,22,2,2018-04-21 08:22:00,RF
2018-04-21,8,28,3,2018-04-21 08:28:00,RF
2018-04-21,8,32,3,2018-04-21 08:32:00,RF
2018-04-21,8,39,3,2018-04-21 08:39:00,RF
2018-04-21,8,42,2,2018-04-21 08:42:00,RF
2018-04-21,8,50,6,2018-04-21 08:50:00,RF
2018-04-21,8,52,1,2018-04-21 08:52:00,RF
2018-04-21,9,1,3,2018-04-21 09:01:00,RF
2018-04-21,9,3,2,2018-04-21 09:03:00,RF
2018-04-21,9,12,4,2018-04-21 09:12:00,RF
2018-04-21,9,13,3,2018-04-21 09:13:00,RF
2018-04-21,9,23,4,2018-04-21 09:23:00,RF
2018-04-21,9,33,2,2018-04-21 09:33:00,RF
2018-04-21,9,34,3,2018-04-21 09:34:00,RF
2018-04-21,9,44,2,2018-04-21 09:44:00,RF
2018-04-21,9,45,3,2018-04-21 09:45:00,RF
2018-04-21,9,51,4,2018-04-21 09:51:00,RF
2018-04-21,9,54,2,2018-04-21 09:54:00,RF
2018-04-21,9,56,4,2018-04-21 09:56:00,RF
2018-04-21,10,4,2,2018-04-21 10:04:00,RF
2018-04-21,10,7,3,2018-04-21 10:07:00,RF
2018-04-21,10,14,2,2018-04-21 10:14:00,RF
2018-04-21,10,18,3,2018-04-21 10:18:00,RF
2018-04-21,10,25,2,2018-04-21 10:25:00,RF
2018-04-21,10,29,4,2018-04-21 10:29:00,RF
2018-04-21,10,35,2,2018-04-21 10:35:00,RF
2018-04-21,10,40,3,2018-04-21 10:40:00,RF
2018-04-21,10,45,1,2018-04-21 10:45:00,RF
2018-04-21,10,51,3,2018-04-21 10:51:00,RF
2018-04-21,10,53,3,2018-04-21 10:53:00,RF
2018-04-21,10,55,2,2018-04-21 10:55:00,RF
2018-04-21,11,1,3,2018-04-21 11:01:00,RF
2018-04-21,11,5,3,2018-04-21 11:05:00,RF
2018-04-21,11,12,3,2018-04-21 11:12:00,RF
2018-04-21,11,16,2,2018-04-21 11:16:00,RF
2018-04-21,11,23,4,2018-04-21 11:23:00,RF
2018-04-21,11,26,3,2018-04-21 11:26:00,RF
2018-04-21,11,34,3,2018-04-21 11:34:00,RF
2018-04-21,11,36,1,2018-04-21 11:36:00,RF
2018-04-21,11,45,4,2018-04-21 11:45:00,RF
2018-04-21,11,46,2,2018-04-21 11:46:00,RF
2018-04-21,11,54,4,2018-04-21 11:54:00,RF
2018-04-21,11,56,3,2018-04-21 11:56:00,RF
2018-04-21,11,57,2,2018-04-21 11:57:00,RF
2018-04-21,12,7,5,2018-04-21 12:07:00,RF
2018-04-21,12,17,2,2018-04-21 12:17:00,RF
2018-04-21,12,18,4,2018-04-21 12:18:00,RF
2018-04-21,12,27,1,2018-04-21 12:27:00,RF
2018-04-21,12,29,3,2018-04-21 12:29:00,RF
2018-04-21,12,37,2,2018-04-21 12:37:00,RF
2018-04-21,12,40,4,2018-04-21 12:40:00,RF
2018-04-21,12,48,2,2018-04-21 12:48:00,RF
2018-04-21,12,51,4,2018-04-21 12:51:00,RF
2018-04-21,12,55,3,2018-04-21 12:55:00,RF
2018-04-21,12,58,2,2018-04-21 12:58:00,RF
2018-04-21,13,2,3,2018-04-21 13:02:00,RF
2018-04-21,13,8,2,2018-04-21 13:08:00,RF
2018-04-21,13,13,3,2018-04-21 13:13:00,RF
2018-04-21,13,18,2,2018-04-21 13:18:00,RF
2018-04-21,13,24,3,2018-04-21 13:24:00,RF
2018-04-21,13,25,3,2018-04-21 13:25:00,RF
2018-04-21,13,29,1,2018-04-21 13:29:00,RF
2018-04-21,13,35,4,2018-04-21 13:35:00,RF
2018-04-21,13,39,2,2018-04-21 13:39:00,RF
2018-04-21,13,46,3,2018-04-21 13:46:00,RF
2018-04-21,13,49,2,2018-04-21 13:49:00,RF
2018-04-21,13,56,3,2018-04-21 13:56:00,RF
2018-04-21,13,57,4,2018-04-21 13:57:00,RF
2018-04-21,13,59,2,2018-04-21 13:59:00,RF
2018-04-21,14,8,3,2018-04-21 14:08:00,RF
2018-04-21,14,10,2,2018-04-21 14:10:00,RF
2018-04-21,14,19,4,2018-04-21 14:19:00,RF
2018-04-21,14,20,1,2018-04-21 14:20:00,RF
2018-04-21,14,30,6,2018-04-21 14:30:00,RF
2018-04-21,14,40,2,2018-04-21 14:40:00,RF
2018-04-21,14,41,4,2018-04-21 14:41:00,RF
2018-04-21,14,50,2,2018-04-21 14:50:00,RF
2018-04-21,14,52,4,2018-04-21 14:52:00,RF
2018-04-21,14,57,3,2018-04-21 14:57:00,RF
2018-04-21,15,1,1,2018-04-21 15:01:00,RF
2018-04-21,15,3,4,2018-04-21 15:03:00,RF
2018-04-21,15,11,1,2018-04-21 15:11:00,RF
2018-04-21,15,14,3,2018-04-21 15:14:00,RF
2018-04-21,15,21,2,2018-04-21 15:21:00,RF
2018-04-21,15,25,4,2018-04-21 15:25:00,RF
2018-04-21,15,31,2,2018-04-21 15:31:00,RF
2018-04-21,15,36,3,2018-04-21 15:36:00,RF
2018-04-21,15,42,2,2018-04-21 15:42:00,RF
2018-04-21,15,47,3,2018-04-21 15:47:00,RF
2018-04-21,15,52,2,2018-04-21 15:52:00,RF
2018-04-21,15,58,6,2018-04-21 15:58:00,RF
2018-04-21,16,2,3,2018-04-21 16:02:00,RF
2018-04-21,16,9,3,2018-04-21 16:09:00,RF
2018-04-21,16,12,2,2018-04-21 16:12:00,RF
2018-04-21,16,20,3,2018-04-21 16:20:00,RF
2018-04-21,16,22,2,2018-04-21 16:22:00,RF
2018-04-21,16,31,3,2018-04-21 16:31:00,RF
2018-04-21,16,33,2,2018-04-21 16:33:00,RF
2018-04-21,16,42,3,2018-04-21 16:42:00,RF
2018-04-21,16,43,3,2018-04-21 16:43:00,RF
2018-04-21,16,53,6,2018-04-21 16:53:00,RF
2018-04-21,16,59,3,2018-04-21 16:59:00,RF
2018-04-21,17,3,2,2018-04-21 17:03:00,RF
2018-04-21,17,4,3,2018-04-21 17:04:00,RF
2018-04-21,17,14,2,2018-04-21 17:14:00,RF
2018-04-21,17,15,3,2018-04-21 17:15:00,RF
2018-04-21,17,24,2,2018-04-21 17:24:00,RF
2018-04-21,17,26,4,2018-04-21 17:26:00,RF
2018-04-21,17,34,2,2018-04-21 17:34:00,RF
2018-04-21,17,37,3,2018-04-21 17:37:00,RF
2018-04-21,17,44,2,2018-04-21 17:44:00,RF
2018-04-21,17,47,3,2018-04-21 17:47:00,RF
2018-04-21,17,54,2,2018-04-21 17:54:00,RF
2018-04-21,17,58,4,2018-04-21 17:58:00,RF
2018-04-21,18,0,3,2018-04-21 18:00:00,RF
2018-04-21,18,5,2,2018-04-21 18:05:00,RF
2018-04-21,18,9,4,2018-04-21 18:09:00,RF
2018-04-21,18,15,2,2018-04-21 18:15:00,RF
2018-04-21,18,20,3,2018-04-21 18:20:00,RF
2018-04-21,18,25,3,2018-04-21 18:25:00,RF
2018-04-21,18,31,3,2018-04-21 18:31:00,RF
2018-04-21,18,35,2,2018-04-21 18:35:00,RF
2018-04-21,18,42,3,2018-04-21 18:42:00,RF
2018-04-21,18,46,3,2018-04-21 18:46:00,RF
2018-04-21,18,53,3,2018-04-21 18:53:00,RF
2018-04-21,18,56,2,2018-04-21 18:56:00,RF
2018-04-21,19,2,3,2018-04-21 19:02:00,RF
2018-04-21,19,4,4,2018-04-21 19:04:00,RF
2018-04-21,19,6,2,2018-04-21 19:06:00,RF
2018-04-21,19,15,3,2018-04-21 19:15:00,RF
2018-04-21,19,16,2,2018-04-21 19:16:00,RF
2018-04-21,19,26,5,2018-04-21 19:26:00,RF
2018-04-21,19,37,6,2018-04-21 19:37:00,RF
2018-04-21,19,47,2,2018-04-21 19:47:00,RF
2018-04-21,19,48,4,2018-04-21 19:48:00,RF
2018-04-21,19,57,2,2018-04-21 19:57:00,RF
2018-04-21,19,59,3,2018-04-21 19:59:00,RF
2018-04-21,20,3,2,2018-04-21 20:03:00,RF
2018-04-21,20,7,2,2018-04-21 20:07:00,RF
2018-04-21,20,10,3,2018-04-21 20:10:00,RF
2018-04-21,20,18,2,2018-04-21 20:18:00,RF
2018-04-21,20,21,3,2018-04-21 20:21:00,RF
2018-04-21,20,28,1,2018-04-21 20:28:00,RF
2018-04-21,20,32,3,2018-04-21 20:32:00,RF
2018-04-21,20,38,1,2018-04-21 20:38:00,RF
2018-04-21,20,43,3,2018-04-21 20:43:00,RF
2018-04-21,20,48,1,2018-04-21 20:48:00,RF
2018-04-21,20,54,3,2018-04-21 20:54:00,RF
2018-04-21,20,58,2,2018-04-21 20:58:00,RF
2018-04-21,21,4,3,2018-04-21 21:04:00,RF
2018-04-21,21,5,4,2018-04-21 21:05:00,RF
2018-04-21,21,9,2,2018-04-21 21:09:00,RF
2018-04-21,21,16,3,2018-04-21 21:16:00,RF
2018-04-21,21,19,3,2018-04-21 21:19:00,RF
2018-04-21,21,27,4,2018-04-21 21:27:00,RF
2018-04-21,21,29,2,2018-04-21 21:29:00,RF
2018-04-21,21,38,3,2018-04-21 21:38:00,RF
2018-04-21,21,39,2,2018-04-21 21:39:00,RF
2018-04-21,21,49,3,2018-04-21 21:49:00,RF
2018-04-21,21,50,2,2018-04-21 21:50:00,RF
2018-04-21,22,0,7,2018-04-21 22:00:00,RF
2018-04-21,22,5,3,2018-04-21 22:05:00,RF
2018-04-21,22,10,2,2018-04-21 22:10:00,RF
2018-04-21,22,11,3,2018-04-21 22:11:00,RF
2018-04-21,22,20,3,2018-04-21 22:20:00,RF
2018-04-21,22,22,3,2018-04-21 22:22:00,RF
2018-04-21,22,30,1,2018-04-21 22:30:00,RF
2018-04-21,22,33,3,2018-04-21 22:33:00,RF
2018-04-21,22,41,3,2018-04-21 22:41:00,RF
2018-04-21,22,44,4,2018-04-21 22:44:00,RF
2018-04-21,22,51,1,2018-04-21 22:51:00,RF
2018-04-21,22,55,3,2018-04-21 22:55:00,RF
2018-04-21,23,1,2,2018-04-21 23:01:00,RF
2018-04-21,23,6,3,2018-04-21 23:06:00,RF
2018-04-21,23,7,3,2018-04-21 23:07:00,RF
2018-04-21,23,11,3,2018-04-21 23:11:00,RF
2018-04-21,23,17,3,2018-04-21 23:17:00,RF
2018-04-21,23,21,2,2018-04-21 23:21:00,RF
2018-04-21,23,26,4,2018-04-21 23:26:00,RF
2018-04-21,23,28,3,2018-04-21 23:28:00,RF
2018-04-21,23,32,2,2018-04-21 23:32:00,RF
2018-04-21,23,39,4,2018-04-21 23:39:00,RF
2018-04-21,23,42,2,2018-04-21 23:42:00,RF
2018-04-21,23,50,3,2018-04-21 23:50:00,RF
2018-04-21,23,52,3,2018-04-21 23:52:00,RF
2018-04-22,0,1,3,2018-04-22 00:01:00,RF
2018-04-22,0,2,4,2018-04-22 00:02:00,RF
2018-04-22,0,8,3,2018-04-22 00:08:00,RF
2018-04-22,0,12,3,2018-04-22 00:12:00,RF
2018-04-22,0,13,2,2018-04-22 00:13:00,RF
2018-04-22,0,23,6,2018-04-22 00:23:00,RF
2018-04-22,0,33,3,2018-04-22 00:33:00,RF
2018-04-22,0,34,3,2018-04-22 00:34:00,RF
2018-04-22,0,43,4,2018-04-22 00:43:00,RF
2018-04-22,0,45,3,2018-04-22 00:45:00,RF
2018-04-22,0,53,2,2018-04-22 00:53:00,RF
2018-04-22,0,55,4,2018-04-22 00:55:00,RF
2018-04-22,1,4,3,2018-04-22 01:04:00,RF
2018-04-22,1,6,3,2018-04-22 01:06:00,RF
2018-04-22,1,9,4,2018-04-22 01:09:00,RF
2018-04-22,1,14,2,2018-04-22 01:14:00,RF
2018-04-22,1,17,4,2018-04-22 01:17:00,RF
2018-04-22,1,24,3,2018-04-22 01:24:00,RF
2018-04-22,1,28,3,2018-04-22 01:28:00,RF
2018-04-22,1,34,1,2018-04-22 01:34:00,RF
2018-04-22,1,39,4,2018-04-22 01:39:00,RF
2018-04-22,1,45,1,2018-04-22 01:45:00,RF
2018-04-22,1,50,4,2018-04-22 01:50:00,RF
2018-04-22,1,55,3,2018-04-22 01:55:00,RF
2018-04-22,2,1,4,2018-04-22 02:01:00,RF
2018-04-22,2,5,2,2018-04-22 02:05:00,RF
2018-04-22,2,10,2,2018-04-22 02:10:00,RF
2018-04-22,2,12,3,2018-04-22 02:12:00,RF
2018-04-22,2,15,2,2018-04-22 02:15:00,RF
2018-04-22,2,23,3,2018-04-22 02:23:00,RF
2018-04-22,2,25,2,2018-04-22 02:25:00,RF
2018-04-22,2,34,3,2018-04-22 02:34:00,RF
2018-04-22,2,36,2,2018-04-22 02:36:00,RF
2018-04-22,2,45,3,2018-04-22 02:45:00,RF
2018-04-22,2,46,3,2018-04-22 02:46:00,RF
2018-04-22,2,56,6,2018-04-22 02:56:00,RF
2018-04-22,3,6,4,2018-04-22 03:06:00,RF
2018-04-22,3,7,3,2018-04-22 03:07:00,RF
2018-04-22,3,12,3,2018-04-22 03:12:00,RF
2018-04-22,3,17,1,2018-04-22 03:17:00,RF
2018-04-22,3,18,3,2018-04-22 03:18:00,RF
2018-04-22,3,27,3,2018-04-22 03:27:00,RF
2018-04-22,3,29,3,2018-04-22 03:29:00,RF
2018-04-22,3,37,3,2018-04-22 03:37:00,RF
2018-04-22,3,40,3,2018-04-22 03:40:00,RF
2018-04-22,3,47,3,2018-04-22 03:47:00,RF
2018-04-22,3,51,3,2018-04-22 03:51:00,RF
2018-04-22,3,57,3,2018-04-22 03:57:00,RF
2018-04-22,4,2,3,2018-04-22 04:02:00,RF
2018-04-22,4,8,3,2018-04-22 04:08:00,RF
2018-04-22,4,13,5,2018-04-22 04:13:00,RF
2018-04-22,4,18,2,2018-04-22 04:18:00,RF
2018-04-22,4,24,3,2018-04-22 04:24:00,RF
2018-04-22,4,28,3,2018-04-22 04:28:00,RF
2018-04-22,4,35,3,2018-04-22 04:35:00,RF
2018-04-22,4,38,4,2018-04-22 04:38:00,RF
2018-04-22,4,46,3,2018-04-22 04:46:00,RF
2018-04-22,4,49,2,2018-04-22 04:49:00,RF
2018-04-22,4,57,3,2018-04-22 04:57:00,RF
2018-04-22,4,59,3,2018-04-22 04:59:00,RF
2018-04-22,5,8,3,2018-04-22 05:08:00,RF
2018-04-22,5,9,3,2018-04-22 05:09:00,RF
2018-04-22,5,14,3,2018-04-22 05:14:00,RF
2018-04-22,5,19,6,2018-04-22 05:19:00,RF
2018-04-22,5,29,2,2018-04-22 05:29:00,RF
2018-04-22,5,30,3,2018-04-22 05:30:00,RF
2018-04-22,5,40,2,2018-04-22 05:40:00,RF
2018-04-22,5,41,3,2018-04-22 05:41:00,RF
2018-04-22,5,50,2,2018-04-22 05:50:00,RF
2018-04-22,5,52,3,2018-04-22 05:52:00,RF
2018-04-22,6,0,2,2018-04-22 06:00:00,RF
2018-04-22,6,3,4,2018-04-22 06:03:00,RF
2018-04-22,6,10,3,2018-04-22 06:10:00,RF
2018-04-22,6,14,3,2018-04-22 06:14:00,RF
2018-04-22,6,15,3,2018-04-22 06:15:00,RF
2018-04-22,6,21,2,2018-04-22 06:21:00,RF
2018-04-22,6,25,3,2018-04-22 06:25:00,RF
2018-04-22,6,31,3,2018-04-22 06:31:00,RF
2018-04-22,6,35,3,2018-04-22 06:35:00,RF
2018-04-22,6,41,3,2018-04-22 06:41:00,RF
2018-04-22,6,46,3,2018-04-22 06:46:00,RF
2018-04-22,6,51,2,2018-04-22 06:51:00,RF
2018-04-22,6,57,3,2018-04-22 06:57:00,RF
2018-04-22,7,1,2,2018-04-22 07:01:00,RF
2018-04-22,7,8,3,2018-04-22 07:08:00,RF
2018-04-22,7,12,1,2018-04-22 07:12:00,RF
2018-04-22,7,17,3,2018-04-22 07:17:00,RF
2018-04-22,7,19,4,2018-04-22 07:19:00,RF
2018-04-22,7,22,2,2018-04-22 07:22:00,RF
2018-04-22,7,30,3,2018-04-22 07:30:00,RF
2018-04-22,7,32,2,2018-04-22 07:32:00,RF
2018-04-22,7,41,3,2018-04-22 07:41:00,RF
2018-04-22,7,42,2,2018-04-22 07:42:00,RF
2018-04-22,7,52,3,2018-04-22 07:52:00,RF
2018-04-22,7,53,2,2018-04-22 07:53:00,RF
2018-04-22,8,3,5,2018-04-22 08:03:00,RF
2018-04-22,8,13,3,2018-04-22 08:13:00,RF
2018-04-22,8,14,4,2018-04-22 08:14:00,RF
2018-04-22,8,18,3,2018-04-22 08:18:00,RF
2018-04-22,8,23,2,2018-04-22 08:23:00,RF
2018-04-22,8,25,4,2018-04-22 08:25:00,RF
2018-04-22,8,33,2,2018-04-22 08:33:00,RF
2018-04-22,8,36,4,2018-04-22 08:36:00,RF
2018-04-22,8,44,2,2018-04-22 08:44:00,RF
2018-04-22,8,47,3,2018-04-22 08:47:00,RF
2018-04-22,8,54,3,2018-04-22 08:54:00,RF
2018-04-22,8,58,3,2018-04-22 08:58:00,RF
2018-04-22,9,4,1,2018-04-22 09:04:00,RF
2018-04-22,9,9,3,2018-04-22 09:09:00,RF
2018-04-22,9,14,2,2018-04-22 09:14:00,RF
2018-04-22,9,19,3,2018-04-22 09:19:00,RF
2018-04-22,9,20,3,2018-04-22 09:20:00,RF
2018-04-22,9,24,1,2018-04-22 09:24:00,RF
2018-04-22,9,31,4,2018-04-22 09:31:00,RF
2018-04-22,9,35,2,2018-04-22 09:35:00,RF
2018-04-22,9,42,3,2018-04-22 09:42:00,RF
2018-04-22,9,45,2,2018-04-22 09:45:00,RF
2018-04-22,9,53,3,2018-04-22 09:53:00,RF
2018-04-22,9,55,2,2018-04-22 09:55:00,RF
2018-04-22,10,4,3,2018-04-22 10:04:00,RF
2018-04-22,10,5,2,2018-04-22 10:05:00,RF
2018-04-22,10,15,3,2018-04-22 10:15:00,RF
2018-04-22,10,16,2,2018-04-22 10:16:00,RF
2018-04-22,10,20,4,2018-04-22 10:20:00,RF
2018-04-22,10,26,5,2018-04-22 10:26:00,RF
2018-04-22,10,36,2,2018-04-22 10:36:00,RF
2018-04-22,10,37,4,2018-04-22 10:37:00,RF
2018-04-22,10,46,2,2018-04-22 10:46:00,RF
2018-04-22,10,48,4,2018-04-22 10:48:00,RF
2018-04-22,10,56,2,2018-04-22 10:56:00,RF
2018-04-22,10,59,4,2018-04-22 10:59:00,RF
2018-04-22,11,7,2,2018-04-22 11:07:00,RF
2018-04-22,11,10,3,2018-04-22 11:10:00,RF
2018-04-22,11,17,2,2018-04-22 11:17:00,RF
2018-04-22,11,21,6,2018-04-22 11:21:00,RF
2018-04-22,11,27,1,2018-04-22 11:27:00,RF
2018-04-22,11,32,3,2018-04-22 11:32:00,RF
2018-04-22,11,37,2,2018-04-22 11:37:00,RF
2018-04-22,11,43,3,2018-04-22 11:43:00,RF
2018-04-22,11,48,1,2018-04-22 11:48:00,RF
2018-04-22,11,54,4,2018-04-22 11:54:00,RF
2018-04-22,11,58,2,2018-04-22 11:58:00,RF
2018-04-22,12,4,3,2018-04-22 12:04:00,RF
2018-04-22,12,8,2,2018-04-22 12:08:00,RF
2018-04-22,12,15,3,2018-04-22 12:15:00,RF
2018-04-22,12,18,1,2018-04-22 12:18:00,RF
2018-04-22,12,23,3,2018-04-22 12:23:00,RF
2018-04-22,12,26,3,2018-04-22 12:26:00,RF
2018-04-22,12,28,2,2018-04-22 12:28:00,RF
2018-04-22,12,37,4,2018-04-22 12:37:00,RF
2018-04-22,12,39,2,2018-04-22 12:39:00,RF
2018-04-22,12,48,3,2018-04-22 12:48:00,RF
2018-04-22,12,49,2,2018-04-22 12:49:00,RF
2018-04-22,12,59,5,2018-04-22 12:59:00,RF
2018-04-22,13,9,2,2018-04-22 13:09:00,RF
2018-04-22,13,10,3,2018-04-22 13:10:00,RF
2018-04-22,13,20,2,2018-04-22 13:20:00,RF
2018-04-22,13,21,3,2018-04-22 13:21:00,RF
2018-04-22,13,24,3,2018-04-22 13:24:00,RF
2018-04-22,13,30,2,2018-04-22 13:30:00,RF
2018-04-22,13,32,4,2018-04-22 13:32:00,RF
2018-04-22,13,40,1,2018-04-22 13:40:00,RF
2018-04-22,13,43,3,2018-04-22 13:43:00,RF
2018-04-22,13,50,2,2018-04-22 13:50:00,RF
2018-04-22,13,54,3,2018-04-22 13:54:00,RF
2018-04-22,14,0,1,2018-04-22 14:00:00,RF
2018-04-22,14,5,3,2018-04-22 14:05:00,RF
2018-04-22,14,11,1,2018-04-22 14:11:00,RF
2018-04-22,14,16,3,2018-04-22 14:16:00,RF
2018-04-22,14,21,2,2018-04-22 14:21:00,RF
2018-04-22,14,25,3,2018-04-22 14:25:00,RF
2018-04-22,14,27,3,2018-04-22 14:27:00,RF
2018-04-22,14,31,2,2018-04-22 14:31:00,RF
2018-04-22,14,38,3,2018-04-22 14:38:00,RF
2018-04-22,14,41,3,2018-04-22 14:41:00,RF
2018-04-22,14,49,4,2018-04-22 14:49:00,RF
2018-04-22,14,52,3,2018-04-22 14:52:00,RF
2018-04-22,15,0,3,2018-04-22 15:00:00,RF
2018-04-22,15,2,1,2018-04-22 15:02:00,RF
2018-04-22,15,11,4,2018-04-22 15:11:00,RF
2018-04-22,15,12,2,2018-04-22 15:12:00,RF
2018-04-22,15,22,7,2018-04-22 15:22:00,RF
2018-04-22,15,26,3,2018-04-22 15:26:00,RF
2018-04-22,15,32,2,2018-04-22 15:32:00,RF
2018-04-22,15,33,4,2018-04-22 15:33:00,RF
2018-04-22,15,43,2,2018-04-22 15:43:00,RF
2018-04-22,15,44,3,2018-04-22 15:44:00,RF
2018-04-22,15,53,2,2018-04-22 15:53:00,RF
2018-04-22,15,55,3,2018-04-22 15:55:00,RF
2018-04-22,16,3,2,2018-04-22 16:03:00,RF
2018-04-22,16,6,4,2018-04-22 16:06:00,RF
2018-04-22,16,13,2,2018-04-22 16:13:00,RF
2018-04-22,16,17,3,2018-04-22 16:17:00,RF
2018-04-22,16,24,2,2018-04-22 16:24:00,RF
2018-04-22,16,27,3,2018-04-22 16:27:00,RF
2018-04-22,16,28,3,2018-04-22 16:28:00,RF
2018-04-22,16,34,2,2018-04-22 16:34:00,RF
2018-04-22,16,39,3,2018-04-22 16:39:00,RF
2018-04-22,16,44,2,2018-04-22 16:44:00,RF
2018-04-22,16,50,3,2018-04-22 16:50:00,RF
2018-04-22,16,54,2,2018-04-22 16:54:00,RF
2018-04-22,17,1,3,2018-04-22 17:01:00,RF
2018-04-22,17,4,2,2018-04-22 17:04:00,RF
2018-04-22,17,12,4,2018-04-22 17:12:00,RF
2018-04-22,17,15,2,2018-04-22 17:15:00,RF
2018-04-22,17,23,3,2018-04-22 17:23:00,RF
2018-04-22,17,25,2,2018-04-22 17:25:00,RF
2018-04-22,17,28,4,2018-04-22 17:28:00,RF
2018-04-22,17,34,3,2018-04-22 17:34:00,RF
2018-04-22,17,35,2,2018-04-22 17:35:00,RF
2018-04-22,17,45,6,2018-04-22 17:45:00,RF
2018-04-22,17,56,5,2018-04-22 17:56:00,RF
2018-04-22,18,6,3,2018-04-22 18:06:00,RF
2018-04-22,18,7,3,2018-04-22 18:07:00,RF
2018-04-22,18,16,2,2018-04-22 18:16:00,RF
2018-04-22,18,18,3,2018-04-22 18:18:00,RF
2018-04-22,18,26,2,2018-04-22 18:26:00,RF
2018-04-22,18,29,3,2018-04-22 18:29:00,RF
2018-04-22,18,30,3,2018-04-22 18:30:00,RF
2018-04-22,18,36,2,2018-04-22 18:36:00,RF
2018-04-22,18,40,3,2018-04-22 18:40:00,RF
2018-04-22,18,47,2,2018-04-22 18:47:00,RF
2018-04-22,18,50,3,2018-04-22 18:50:00,RF
2018-04-22,18,57,2,2018-04-22 18:57:00,RF
2018-04-22,19,1,2,2018-04-22 19:01:00,RF
2018-04-22,19,7,2,2018-04-22 19:07:00,RF
2018-04-22,19,12,3,2018-04-22 19:12:00,RF
2018-04-22,19,17,2,2018-04-22 19:17:00,RF
2018-04-22,19,23,4,2018-04-22 19:23:00,RF
2018-04-22,19,27,2,2018-04-22 19:27:00,RF
2018-04-22,19,31,3,2018-04-22 19:31:00,RF
2018-04-22,19,34,3,2018-04-22 19:34:00,RF
2018-04-22,19,38,2,2018-04-22 19:38:00,RF
2018-04-22,19,45,4,2018-04-22 19:45:00,RF
2018-04-22,19,48,2,2018-04-22 19:48:00,RF
2018-04-22,19,56,3,2018-04-22 19:56:00,RF
2018-04-22,19,58,3,2018-04-22 19:58:00,RF
2018-04-22,20,7,4,2018-04-22 20:07:00,RF
2018-04-22,20,8,2,2018-04-22 20:08:00,RF
2018-04-22,20,18,3,2018-04-22 20:18:00,RF
2018-04-22,20,19,2,2018-04-22 20:19:00,RF
2018-04-22,20,29,5,2018-04-22 20:29:00,RF
2018-04-22,20,32,3,2018-04-22 20:32:00,RF
2018-04-22,20,39,2,2018-04-22 20:39:00,RF
2018-04-22,20,40,4,2018-04-22 20:40:00,RF
2018-04-22,20,49,3,2018-04-22 20:49:00,RF
2018-04-22,20,51,4,2018-04-22 20:51:00,RF
2018-04-22,20,59,2,2018-04-22 20:59:00,RF
2018-04-22,21,2,3,2018-04-22 21:02:00,RF
2018-04-22,21,10,2,2018-04-22 21:10:00,RF
2018-04-22,21,13,4,2018-04-22 21:13:00,RF
2018-04-22,21,20,2,2018-04-22 21:20:00,RF
2018-04-22,21,24,3,2018-04-22 21:24:00,RF
2018-04-22,21,30,2,2018-04-22 21:30:00,RF
2018-04-22,21,33,3,2018-04-22 21:33:00,RF
2018-04-22,21,35,3,2018-04-22 21:35:00,RF
2018-04-22,21,40,2,2018-04-22 21:40:00,RF
2018-04-22,21,46,3,2018-04-22 21:46:00,RF
2018-04-22,21,51,1,2018-04-22 21:51:00,RF
2018-04-22,21,57,3,2018-04-22 21:57:00,RF
2018-04-22,22,1,3,2018-04-22 22:01:00,RF
2018-04-22,22,8,3,2018-04-22 22:08:00,RF
2018-04-22,22,11,2,2018-04-22 22:11:00,RF
2018-04-22,22,19,3,2018-04-22 22:19:00,RF
2018-04-22,22,21,3,2018-04-22 22:21:00,RF
2018-04-22,22,30,3,2018-04-22 22:30:00,RF
2018-04-22,22,31,2,2018-04-22 22:31:00,RF
2018-04-22,22,35,3,2018-04-22 22:35:00,RF
2018-04-22,22,41,4,2018-04-22 22:41:00,RF
2018-04-22,22,42,2,2018-04-22 22:42:00,RF
2018-04-22,22,52,6,2018-04-22 22:52:00,RF
2018-04-22,23,2,1,2018-04-22 23:02:00,RF
2018-04-22,23,3,3,2018-04-22 23:03:00,RF
2018-04-22,23,12,2,2018-04-22 23:12:00,RF
2018-04-22,23,14,4,2018-04-22 23:14:00,RF
2018-04-22,23,23,2,2018-04-22 23:23:00,RF
2018-04-22,23,25,3,2018-04-22 23:25:00,RF
2018-04-22,23,33,2,2018-04-22 23:33:00,RF
2018-04-22,23,36,6,2018-04-22 23:36:00,RF
2018-04-22,23,43,2,2018-04-22 23:43:00,RF
2018-04-22,23,47,4,2018-04-22 23:47:00,RF
2018-04-22,23,53,2,2018-04-22 23:53:00,RF
2018-04-22,23,58,3,2018-04-22 23:58:00,RF
2018-04-23,0,3,2,2018-04-23 00:03:00,RF
2018-04-23,0,9,3,2018-04-23 00:09:00,RF
2018-04-23,0,14,2,2018-04-23 00:14:00,RF
2018-04-23,0,20,3,2018-04-23 00:20:00,RF
2018-04-23,0,24,3,2018-04-23 00:24:00,RF
2018-04-23,0,31,3,2018-04-23 00:31:00,RF
